;meta[language=en]
; id      |key(hex)|key(str)| text
    526726|00000000||This a tomb?
    526727|00000000||Hrr hrr!
   1015872|00000000||Hmm….
    526616|00000000||Is this a tomb?
    526697|00000000||Know this place?
    526698|00000000||Hrr…
    526622|00000000||What is this place?
   1015873|00000000||There was gold here… Know what happened to it?
   1015878|00000000||Hrr. Hrr.
   1015880|00000000||Hmm. Gotta talk to Yontek about this.
   1015869|00000000||Where's the gold?
    531165|00000000||I'll come back later.
    522204|00000000||So long.
    522205|00000000||See you later.
    522206|00000000||Hrrrooo…
   1017227|00000000||Wait here. I should look around.
   1017229|00000000||Hrrr hr…
   1017225|00000000||I'll look around.
    526621|00000000||Who are you?
    526690|00000000||Yontek mentioned that only the herbalist and the ealdorman were missing from the village… Makes you one of them.
    526691|00000000||Hrr!
    526731|00000000||You Klaus, the village ealdorman?
    526732|00000000||Hrr hrr!
    526656|00000000||You the ealdorman?
    526657|00000000||You the herbalist?
    526733|00000000||You're the local herbalist?
    526734|00000000||Hrr!
    526735|00000000||Heard about you. Igor?
   1005593|00000000||Hrroom!
   1005595|00000000||Nice to meet you, I'm Geralt.
    526663|00000000||All right, let's talk…
    526664|00000000||Hrrroom!
    522217|00000000||Let's talk.
    526692|00000000||Take care - and don't get grilled.
    526693|00000000||Hrr!
    526609|00000000||Take care of yourself, piggy.
    526699|00000000||Here - something to eat.
    526694|00000000||Don't know how long you've been here, but you gotta be hungry. Got something tasty for you…
    526700|00000000||Hrrr hee hee hrr hrr…
    526701|00000000||Guess it was tasty.
    522199|00000000||I'm back.
    522200|00000000||Hrrrrr…
   1050873|00000000||During his travels through Velen, Geralt survived many a bizarre adventure, but few more memorable than that which I will now recount. For who would have thought a routine stop in a village strangely empty save a few bandits arguing with a local dunce would end in such a curious fashion? The witcher surely didn't, though he did have his suspicions...<br>
   1050874|00000000||Before long, Geralt had unraveled the riddle of the Village of the Swine. He discovered its inhabitants had broken into the treasury of some forgotten god, made off with the gold that was his by divine right and were cursed into hogs as a result. The witcher lifted the villagers' curse, but something of the swine must have remained within them, for as soon as they could utter something more than a grunt, they began tossing around baseless accusations. Yontek became their scapegoat and Geralt had to defend the poor fool from lynching. Alas, such is human nature - we are ungrateful and hypocritical to the point where one almost prefers the company of pigs.
   1054593|00000000||Before long, Geralt had unraveled the riddle of the Village of the Swine. He discovered its inhabitants had broken into the treasury of some forgotten god, made off with the gold that was his by divine right and were cursed into hogs as a result. The witcher lifted the villagers' curse, but something of the swine must have remained within them, for as soon as they could utter something more than a grunt, they began tossing around baseless accusations. Yontek became their scapegoat, and the herd of pigs turned into a lynch mob. Alas, such is human nature - we are ungrateful and hypocritical to the point where one almost prefers the company of pigs.
   1054592|00000000||After he dealt with the bandits and talked to the fool, Yontek, he set about visiting the village's huts and the pigs who dwelt in them. Yes, that's right - pigs.<br><br>Geralt quickly realized they were not merely farm animals running amok while their masters were away. After all, in this time Velen was gripped by famine and people had long ago eaten all domestic animals. The pigs were, in fact, the cursed inhabitants of the village themselves. With Yontek's help Geralt started to investigate this curious matter.<br>
    521043|00000000||Use your Witcher Senses to examine the pigs in the village of Lurtch.
    521044|00000000||Talk to Yontek.
    521601|00000000||Find the hog hut.
    526785|00000000||Kill the wolves attacking the pigs.
    533215|00000000||Defeat the looters.
    524097|00000000||Gather all the cursed pigs under the windmill.
    524127|00000000||Get on a horse.
    524128|00000000||Escort Yontek and the cursed pigs to the hog hut.
    524470|00000000||Herd size:
    533342|00000000||Use the Axii Sign to make the cursed pigs follow you.
    529315|00000000||Return to the village for your reward.
    531257|00000000||Look for clues in the hog hut using your Witcher Senses.
    531306|00000000||Gather the cursed pigs in the circle.
    533240|00000000||Go inside the hog hut.
   1073487|00000000||Talk to the pig.
    531824|00000000||[PL] [DEBUG] [!debug only!] Quest Start
    531825|00000000||[PL] [DEBUG] [!debug only!] Hook1: Pig Roasters
    531844|00000000||[PL] [DEBUG] [!debug only!] Hook: Closed Vault Gate
    521042|00000000||Fools' Gold
    532465|00000000||This way, Mr. Pig.
    532466|00000000||Time to go, porker.
    533232|00000000||Go. Join the… others.
    533233|00000000||We're here.
    533231|00000000||And we're here.
   1013254|00000000||Gotta herd the pigs there somehow… Axii, maybe?
   1016314|00000000||Move it, lard ass.
    532464|00000000||Get moving, chubs.
   1072884|00000000||Get moving. Towards the mill, piggies. Wait for me there.
    520773|00000000||You hurt?
    520774|00000000||Oh… Ah… Nay. But Yagoda - oh zounds! They done cooked her!
   1004732|00000000||You must've really loved that pig.
   1004734|00000000||Who are you?
   1004736|00000000||I'm Geralt of Rivia.
   1004738|00000000||Me, I'm Yontek of-of-of… of these parts.
   1016235|00000000||Uhh… Bye!
   1016528|00000000||Ahh, fine. I'll take a look at the pigs.
   1016530|00000000||Gert lush!
   1016525|00000000||I'll look 'em over.
    521497|00000000||We'll talk later.
    548867|00000000||I'll come back.
    548869|00000000||…Cheers!
   1016526|00000000||No time for this.
   1016522|00000000||The pigs are magic?
   1016524|00000000||They sure is! See for yourself!
    521496|00000000||Piggy magic?
    543188|00000000||Why isn't there anyone else around?
    543191|00000000||Live in this village alone?
    543192|00000000||Nay. They's home! Flap and Hagel and Bebon. Only Klaus and Igor 'ave gone missin'.
    543193|00000000||Who are Klaus and Igor?
    543194|00000000||Igor's the fool that'd eat grass. Klaus, he's the ealdorman. Every man knows Klaus.
   1016520|00000000||But where's they now - I dunno! Took by the piggy magic, must be.
   1016233|00000000||You done seen the piggy magic?
   1004740|00000000||Greetings, Yontek.
    543165|72eeb4b2||Herbalist
    591202|00000000||Still circlin', are ye?
    591203|00000000||He's lookin' for trouble, clear-like. Grab 'im!
    591204|00000000||Help! Help us, matey!
   1013014|00000000||The bandits' gone and took me Yagoda! Help!
   1013013|00000000||Save Yagoda! I'm beggin' ye!
   1013015|00000000||Not thisaway! Thataway! Toward 'em!
   1013016|00000000||Bandits! They's took me Yagoda! Help!
   1013012|00000000||Naay! Not Yagoda!
    533390|00000000||We's here!
    533415|00000000||We're off! Haaa!
    533416|00000000||Wait…!
   1005014|00000000||Don't like this… Tellin' ye, we should skirr.
   1007288|00000000||You're talkin' rubbish. Hand me somethin' heavy… Door won't budge.
   1015892|00000000||Who's that?
   1015673|00000000||He's found us out, get 'im!
   1015674|00000000||Together, lads! Kill 'im!
   1005012|00000000||Clobber the git!
   1005013|00000000||At 'im!
   1007285|00000000||Don't let 'im escape!
    523590|00000000||Whole transformation seems like a mean joke. Or else badly cast by someone who tried to do it with their feet…
    527899|00000000||Let's go, move it!
    527900|00000000||Keep moving, hurry it up!
    527901|00000000||Go, go move!
    527898|00000000||C'mon, get over there!
    528110|00000000||Let's go.
    528111|00000000||Lezzgo!
    528197|00000000||Protect 'em! D-defend 'em!
    528195|00000000||Beasties! They's a-hurtin' 'em!
   1016628|00000000||Pigs ran off… Let's go back.
    543344|00000000||Gotta go back for the pigs. They've scattered.
   1016632|00000000||Gotta get 'em together again. Damn pigs.
   1016630|00000000||Dammit, they ran off.
    524472|00000000||Hey, where the hell--?
   1138194|fc3ef6ac||Quest: Fool's Gold
   1138203|ed960c44||Geralt and a village idiot team up to learn the secret of a settlement inhabited entirely by pigs.
    523240|00000000||A lot of people came through here, and there was something heavy.
    572229|00000000||At least a few people were here… dragged something out.
    532461|00000000||One gold coin at the bottom… Gold must've been kept here.
    523225|00000000||Grass stains on the shirt… And an herb sack underneath. Must be that herbalist's, Igor's.
   1072882|00000000||"Hog hut" - makes sense now.
    521532|00000000||The pigs… they do seem to be magic.
    521533|00000000||Aye, 'cause… er… 'cause all th-- 'cause o' the sorcery. It done turned 'em all that way.
   1004925|00000000||So those pigs, they used to be humans?
   1004927|00000000||Aye! What did you think?
   1004929|00000000||Help 'em! Turn 'em back!
    526343|00000000||Need to take a closer look at the, uh, hog hut. Where is it?
   1005586|00000000||Why, it's thataway, past the hill. You walk and walk, and then you're there. Got it?
   1005588|00000000||I'll find it.
    521565|00000000||Gotta look around this "hog hut."
    526348|00000000||Where'd you get the key?
    526349|00000000||Mhmhmhmh! I found it! Showed it to Igor, right, and he told all the folks to go! Then, they was changed.
    521536|00000000||Where'd you get the key?
    521521|00000000||I'll be back.
    521599|00000000||Come back to see you later.
    521600|00000000||Aye, gert!
    521538|00000000||We'll talk later.
    521535|00000000||What turned the people into pigs?
    526346|00000000||What changed the people into pigs?
    526347|00000000||Twere magic! I done gave Igor the key, he gathered 'em all, off they went.
   1004931|00000000||What key is this?
   1004933|00000000||This 'un! Here! Opens the hog hut, that does.
   1017467|00000000||About these… people… What happened to them?
   1017469|00000000||Done changed! In the hog hut. Gave you the key, remember?
    526332|00000000||About the pigs…
    543622|00000000||Some gold was stolen - that's what caused the curse. Know where the gold is?
   1016948|00000000||I done hid it!
    573189|00000000||Well, you gotta return it, and all the… villagers need to be there when you do.
    543623|00000000||Oh… What?
   1005633|00000000||Get the gold, and I'll get the pigs together. Meet by the mill, and we'll all go to the hog hut. It oughta work.
    545756|00000000||We's gonna save 'em! I'll get the gold.
    543611|00000000||Where's the gold?
    543612|00000000||You weren't cursed. Why?
    543617|00000000||You weren't transformed like the other villagers… Gotta say I'm curious why.
   1017569|00000000||We-- 'Cause I didn't go with 'em?
   1017571|00000000||You didn't take any gold from the temple?
    543620|00000000||Uhhhh… nay. Why would I?
    521530|00000000||Finally know what happened to the locals. They fell victim to a curse.
    550617|00000000||Ooh… sooo… can you "uncurse" 'em?
    543609|00000000||Yes, but I'll need your help.
    550623|00000000||Oh - oh, all right.
    521520|00000000||About the curse…
    521517|00000000||Yontek?
    521518|00000000||Aye?
    543347|00000000||Save 'em! Or they's gonna slaughter 'em dead!
    543348|00000000||Well, blimey! You's a right proper cutter!
    543346|00000000||Help! Help!
   1015890|cafba161||Pig
    531247|00000000||You look at them hogs! I'm off to the well.
    543169|99ecc302||Ealdorman
    545189|00000000||Yelling… Trouble in the village again.
    533208|00000000||Need a key.
    533209|00000000||Huh, Yontek's key fits after all.
   1090672|00000000||DLC7
   1005265|00000000||Monsters! Here, they's comin'!
   1005263|00000000||They's killin 'em! Help!
   1021572|00000000||What could be down thereaways…?
   1021573|00000000||Scrub-a-dub-dub… Splash splash splash!
   1021574|00000000||Uhh… The…. Uhhh…. Aha.
   1021575|00000000||Three times leftaways, twice rightaways, then spit - ptooey! - and do it again.
   1021632|00000000||Don't mess up now… Three leftaways, twice rightaways… Or were it thrice rightaways? Ooh.
   1021576|00000000||Never you mind… Yagoda, you was good, you'll go to heaven.
   1021577|00000000||Hocus-pocus-ala-docus...!
   1021637|00000000||Mhh, still piggies. Didn't help.
    526411|00000000||They's all here! 'Cept for Igor…
    526412|00000000||Igor's waiting for us. Remember, once we're there, put the gold back where it was.
    526413|00000000||You gets the pigs. I'll do the carryin' and droppin' off.
    516809|00000000||Meat's just about ready - needs a smidgen more.
    516810|00000000||Let them gudgeons starve, we've got us a feast!
    516811|00000000||It's a pisser, ain't it? A pack o' fattened oinkers in the middle o' nothin'.
    546349|00000000||No point ponderin' it. Just dig in.
    591369|00000000||No, thanks.
    591376|00000000||I'll pass, thanks.
   1007147|00000000||Your loss. Caius, cut us off another hunk.
   1006533|00000000||He hasn't harmed you. Leave him alone.
   1006534|00000000||We go all chummy-like, offer you roast hog, and you do this?
   1006535|00000000||No grockle's gonna give us orders. Clobber 'im, lads!
   1006531|00000000||Leave him alone or you'll regret it.
   1006537|00000000||Staying out of this.
   1006538|00000000||For the love! Help! They'll kill me…! Like they did Yagoda…!
   1006539|00000000||Get 'im, boys!
   1006532|00000000||I'm staying out of this.
   1006525|00000000||Nooooo! I won't stand for it! They done roasted Yagoda! The wazzacks!
   1006526|00000000||Urgh. Him again! You want another bannickin'?
   1006527|00000000||What's this about?
   1006528|00000000||They slaughtered Yagoda! Cooked her up! Wazzacks!
   1006529|00000000||Same old song… Nothin' doing, gotta wallop him. Caius, Jacob - grab him!
   1006530|00000000||Nay! Shan't be! Heeelp!
    591373|00000000||Gladly.
   1007144|00000000||Caius! Cut the gentlemen a slice o' piglet.
    591368|00000000||Lemme try a bit.
    591401|00000000||Quite the banquet. Where'd you get all the meat?
    591402|00000000||Found porkers womblin' all about, so we roasted one of 'em.
    591403|00000000||Wanna bite? Plenty to go 'round.
    525952|00000000||A pig like any other. Medallion didn't budge.
    526277|00000000||Yeaah, definitely magic.
    528109|00000000||Last one. Village is safe… for now.
    521455|00000000||Ordinary pig, by the looks of it, but my medallion's going wild. Yontek's right, they're enchanted.
    532186|00000000||Don't be afeared. Gather the lot and we're off.
